"Name_game","Publisher","Genre","Year_release","Score"
"The Movies: Stunts & Effects","Activision","Simulation",2006,7.9
"The Outfit","THQ","Action",2006,7
"The Rub Rabbits!","Sega","Puzzle",2006,7.3
"The Sims 2: Pets","Electronic Arts","Simulation",2006,6.9
"Thrillville","LucasArts","Strategy",2006,7.4
"Tiger Woods PGA Tour 07","EA Sports","Sports",2006,8.2
"Time Pilot","Konami","Shooter",2006,5.8
"Titan Quest","THQ","Role-Playing",2006,7.6
"Tom Clancy's Ghost Recon Advanced Warfighter","Ubisoft","Shooter",2006,9.1
"Tom Clancy's Rainbow Six: Vegas","Ubisoft","Shooter",2006,8.8
"Tom Clancy's Splinter Cell Trilogy","Ubisoft","Action",2006,6.5
"Tom Clancy's Splinter Cell: Double Agent","Ubisoft","Action",2006,8.65
"Tom Clancy's Splinter Cell: Essentials","Ubisoft","Shooter",2006,5.6
"Tomb Raider: Legend","Eidos Interactive","Action",2006,8.3
"Tomb Raider: Legend","Eidos Interactive","Adventure",2006,6.5
"Tony Hawk's Project 8","Activision","Sports",2006,8.4
"Top Spin 2","2K Sports","Sports",2006,7.7
"Trauma Center: Second Opinion","Atlus","Simulation",2006,8.2
"Tycoon City: New York","Atari","Strategy",2006,6.2
"Ultimate Ghosts 'n Goblins","Capcom","Platform",2006,7.3
"UNO","Microsoft","Misc",2006,8
"Untold Legends: The Warriors Code","Sony Online Entertainment","Role-Playing",2006,6.8
"Valkyrie Profile 2: Silmeria","Square Enix","Role-Playing",2006,8.4
"Valkyrie Profile: Lenneth","Square Enix","Role-Playing",2006,8.1
"Viva Pinata","Microsoft Game Studios","Simulation",2006,8.4
"Warhammer 40,000: Dawn of War - Dark Crusade","THQ","Strategy",2006,8.8
"Wii Sports","Nintendo","Sports",2006,7.7
"Wild ARMs 4","Xseed Games","Role-Playing",2006,6.6
"World Championship Poker: Howard Lederer - All In","Crave Entertainment","Misc",2006,5.1
"World Series of Poker: Tournament of Champions 2007 Edition","Activision","Misc",2006,6.9
"World Soccer Winning Eleven 9","Konami","Sports",2006,8.9
"World Soccer Winning Eleven 9 (JP & Others sales)","Konami","Sports",2006,8
"Worldwide Soccer Manager 2007","Sega","Sports",2006,8.9
"Worms: Open Warfare","THQ","Strategy",2006,6.9
"WWE SmackDown vs. RAW 2007","THQ","Fighting",2006,8
"X-Men: The Official Game","Activision","Action",2006,4.9
"Xbox Live Arcade Unplugged Volume 1","Microsoft","Misc",2006,7.4
"Xenosaga Episode III: Also sprach Zarathustra","Namco","Role-Playing",2006,7.9
"Yakuza","Sega","Adventure",2006,7.5
"Yoshi's Island DS","Nintendo","Platform",2006,8.2
"Yu-Gi-Oh! GX: Tag Force","Konami","Strategy",2006,6
"Zoo Tycoon 2: African Adventure","Microsoft Game Studios","Strategy",2006,4
"Zooo","Ignition Entertainment","Puzzle",2006,7
"50 Cent: Bulletproof","Vivendi Games","Action",2005,5.5
"A Sound of Thunder","BAM! Entertainment","Action",2005,6.8
"Act of War: Direct Action","Atari","Strategy",2005,8.2
"Advance Wars: Dual Strike","Nintendo","Strategy",2005,9
"Advent Rising","Majesco","Action",2005,6.5
"Age of Empires III","Microsoft Game Studios","Strategy",2005,8.3
"Amped 3","2K Sports","Sports",2005,7.2
"Animal Crossing: Wild World","Nintendo","Simulation",2005,8.5
"Ape Escape: On the Loose","Sony Computer Entertainment","Platform",2005,6.6
"Archer Maclean's Mercury","Ignition Entertainment","Puzzle",2005,7.7
"Armored Core: Formula Front Extreme Battle","Agetec","Simulation",2005,6.7
"Atelier Iris: Eternal Mana","NIS America","Role-Playing",2005,7.2
"Atomic Betty","Namco","Puzzle",2005,6
"ATV Offroad Fury: Blazin' Trails","Sony Computer Entertainment","Racing",2005,5.9
"Backyard NFL Football 2006","Atari","Sports",2005,5.5
"Banjo-Pilot","THQ","Racing",2005,6.2
"Bankshot Billiards 2","PixelStorm","Sports",2005,6.6
"Batman Begins","Electronic Arts","Action",2005,6.3
"Battlefield 2","Electronic Arts","Shooter",2005,9
"Battlefield 2: Modern Combat","Electronic Arts","Shooter",2005,7.8
"Battles of Prince of Persia","Ubisoft","Strategy",2005,5.6
"Bejeweled 2 Deluxe","Oberon Media","Puzzle",2005,6.9
"Big Mutha Truckers","DSI Games","Racing",2005,5
"Blades of Thunder","Summitsoft","Simulation",2005,3.8
"Blitz: The League","Midway Games","Sports",2005,7.9
"Burnout Legends","Electronic Arts","Racing",2005,8.4
"Burnout Revenge","Electronic Arts","Racing",2005,9
"Cabela's Dangerous Hunts 2","Activision","Sports",2005,6.5
"Call of Duty 2","Activision","Shooter",2005,8.95
"Call of Duty 2: Big Red One","Activision","Shooter",2005,8.5
"Castlevania: Curse of Darkness","Konami","Action",2005,7.2
"Castlevania: Dawn of Sorrow","Konami","Platform",2005,8.9
"Centipede / Breakout / Warlords","Destination Software, Inc","Misc",2005,5.6
"Champions: Return to Arms","Sony Online Entertainment","Role-Playing",2005,7.7
"Charlie and the Chocolate Factory","Global Star Software","Adventure",2005,3.9
"Coded Arms","Konami","Shooter",2005,6.1
"Coffee Tycoon","Anarchy Enterprises","Strategy",2005,4
"College Hoops 2K6","2K Sports","Sports",2005,8.3
"Condemned: Criminal Origins","Sega","Action",2005,8.2
"Conker: Live And Reloaded","Microsoft Game Studios","Action-Adventure",2005,8.1
"Crash Tag Team Racing","VU Games","Racing",2005,6.3
"Dance Dance Revolution: Mario Mix","Nintendo","Simulation",2005,7
"Dance Dance Revolution: Mario Mix (JP sales)","Nintendo","Simulation",2005,7.5
"Danny Phantom: The Ultimate Enemy","THQ","Action",2005,7.5
"Darkstalkers Chronicle: The Chaos Tower","Capcom","Fighting",2005,7.5
"Dead or Alive 4","Tecmo","Fighting",2005,8.6
"Dead to Rights: Reckoning","Namco","Shooter",2005,5.2
"Death Jr.","Konami","Platform",2005,5.9
"Devil May Cry 3: Dante's Awakening","Capcom","Action",2005,8.6
"Digimon World 4","Bandai","Role-Playing",2005,5.2
"Disney's Chicken Little","Buena Vista","Platform",2005,7.9
"Disney's Cinderella: Magical Dreams","Buena Vista","Platform",2005,6
"Disney's Kim Possible 3: Team Possible","Disney Interactive Studios","Platform",2005,9
"Disney's Magical Quest 3 Starring Mickey and Donald","Capcom","Action",2005,6.5
"DK: King of Swing","Nintendo","Platform",2005,7.1
"Dogz","Ubisoft","Simulation",2005,4.1
"Donkey Kong Country 3","Nintendo","Platform",2005,7.5
"Donkey Kong Jungle Beat","Nintendo","Platform",2005,7.9
"Donkey Konga 2","Nintendo","Misc",2005,6.5
"Doom 3: Resurrection of Evil","Activision","Shooter",2005,8.2
"Dr. Mario / Puzzle League","Nintendo","Puzzle",2005,7.5
"Dragon Ball GT: Transformation","Atari","Action",2005,7.7
"Dragon Ball Z: Sagas","Atari","Fighting",2005,5.7
"Dragon Quest VIII: Journey of the Cursed King","Square Enix","Role-Playing",2005,8.6
"Dynasty Warriors","Tecmo Koei","Action",2005,6.6
"Dynasty Warriors Advance","Nintendo","Action",2005,5.2
"Ed, Edd n Eddy: The Mis-Edventures","Midway Games","Platform",2005,4.8
"Elf Bowling 1 & 2","Ignition Entertainment","Sports",2005,1.4
"Empire Earth II","VU Games","Strategy",2005,8
"F1 Grand Prix","Sony Computer Entertainment","Racing",2005,6
"Fable: The Lost Chapters","Microsoft Game Studios","Role-Playing",2005,8.3
"Fantastic 4","Activision","Action",2005,5.5
"Fatal Frame III: The Tormented","Tecmo","Action",2005,7.7
"FIFA 06: Road to FIFA World Cup","EA Sports","Sports",2005,6.1
"FIFA Soccer","Electronic Arts","Sports",2005,7.8
"FIFA Soccer 06","EA Sports","Sports",2005,8.4
"Final Fantasy IV Advance","Square Enix","Role-Playing",2005,8.6
"Fire Emblem: Path of Radiance","Nintendo","Role-Playing",2005,8.6
"Fire Emblem: The Sacred Stones","Nintendo","Strategy",2005,8.4
"Fish Tycoon 1.0","Big Fish Games","Strategy",2005,6
"Formula One 2005","Sony Computer Entertainment","Racing",2005,7
"Forza Motorsport","Microsoft Game Studios","Racing",2005,9.2
"Frantix","Sony Online Entertainment","Puzzle",2005,5.4
"Frogger: Helmet Chaos","Konami","Platform",2005,7
"From Russia With Love","Electronic Arts","Action",2005,7.3
"Garou: Mark of the Wolves","SNK Playmore","Fighting",2005,7.8
"Gauntlet","Midway Games","Action",2005,6.4
"Gauntlet / Rampart","DSI Games","Misc",2005,4
"Geist","Nintendo","Adventure",2005,7.1
"Geniu$: The Tech Tycoon Game","Viva Media","Strategy",2005,6
"Geometry Wars: Retro Evolved","Bizarre Creations","Shooter",2005,8.6
"Ghost in the Shell: Stand Alone Complex","Bandai","Role-Playing",2005,5.7
"Glimmerati","Nokia","Racing",2005,8.4
"God of War","Sony Computer Entertainment","Action",2005,9.3
"Graffiti Kingdom","Hot-B","Role-Playing",2005,7.2
"Gran Turismo 4","Sony Computer Entertainment","Racing",2005,8.7
"Grand Theft Auto: Liberty City Stories","Rockstar Games","Action",2005,9
"Greg Hastings' Tournament Paintball Max'd","Activision","Shooter",2005,2.2
"Gretzky NHL","Sony Computer Entertainment","Sports",2005,6
"Gretzky NHL 06","Sony Computer Entertainment","Sports",2005,5.8
"GripShift","Sony Computer Entertainment","Racing",2005,7.1
"Guild Wars","NCSoft","Role-Playing",2005,8.7
"Guitar Hero","RedOctane","Misc",2005,8
"Gun","Activision","Shooter",2005,7.9
"Gunstar Super Heroes","Sega","Shooter",2005,8
"Half-Life 2","Electronic Arts","Shooter",2005,8.9
"Halo 2 Multiplayer Map Pack","Microsoft Game Studios","Shooter",2005,8.6
"Hardwood Backgammon","Silver Creek Entertainment","Misc",2005,6.8
"Hardwood Hearts","Silver Creek Entertainment","Misc",2005,6.5
"Hardwood Spades","Silver Creek Entertainment","Misc",2005,6.2
"Harry Potter and the Goblet of Fire","Electronic Arts","Adventure",2005,7.2
"Harvest Moon: Another Wonderful Life","Natsume","Role-Playing",2005,7.7
"Harvest Moon: More Friends of Mineral Town","Natsume","Simulation",2005,8
"Haunting Ground","Capcom","Action",2005,6.6
"Hearts of Iron II","Paradox Interactive","Strategy",2005,8.3
"Herbie: Fully Loaded","Buena Vista","Racing",2005,5
"Hexic HD","Microsoft","Puzzle",2005,7.4
"High Seize","Nokia","Strategy",2005,8.5
"Hot Shots Golf: Open Tee","Sony Computer Entertainment","Sports",2005,8.4
"Hugo: The Evil Mirror","Namco","Action",2005,5.9
"Ice Nine","BAM! Entertainment","Shooter",2005,3.8
"Infected","Majesco","Shooter",2005,7.3
"It's Mr Pants","THQ","Puzzle",2005,7.5
"Jade Empire","Microsoft Game Studios","Role-Playing",2005,9
"Joust","Midway Games","Platform",2005,7.4
"Kameo: Elements of Power","Microsoft Game Studios","Adventure",2005,7.7
"Killer7","Capcom","Action",2005,7.2
"Kingdom of Paradise","Sony Computer Entertainment","Role-Playing",2005,7
"Kirby: Canvas Curse","Nintendo","Platform",2005,8.9
"Klonoa 2: Dream Champ Tournament","Namco","Platform",2005,8.1
"Kong: The 8th Wonder of the World","Ubisoft","Action",2005,6
"Legend of Kay","Capcom","Action",2005,7.2
"LEGO Star Wars: The Video Game","Eidos Interactive","Action",2005,8
"Lord of the Rings: Tactics","Electronic Arts","Strategy",2005,6.9
"Lula 3D","CDV Software Entertainment","Adventure",2005,2
"Lumines: Puzzle Fusion","Ubisoft","Puzzle",2005,9.1
"Lunar: Dragon Song","Ubisoft","Role-Playing",2005,5.9
"Madagascar","Activision","Platform",2005,6.8
"Madden NFL 06","EA Sports","Sports",2005,9.1
"Magna Carta: Tears of Blood","Atlus","Role-Playing",2005,6.1
"Makai Kingdom: Chronicles of the Sacred Tome","NIS America","Role-Playing",2005,7.9
"Mall Tycoon 3","Global Star Software","Strategy",2005,6.8
"Mario & Luigi: Partners in Time","Nintendo","Role-Playing",2005,8.8
"Mario Kart DS","Nintendo","Racing",2005,9.25
"Mario Party 7","Nintendo","Misc",2005,6
"Mario Superstar Baseball","Nintendo","Sports",2005,7.2
"Marvel Nemesis: Rise of the Imperfects","Electronic Arts","Fighting",2005,6.8
"Medal of Honor European Assault","Electronic Arts","Shooter",2005,7.9
"MediEvil: Resurrection","Sony Computer Entertainment","Adventure",2005,6.5
"Metal Gear Ac!d","Konami","Strategy",2005,7.4
"Meteos","Nintendo","Puzzle",2005,8.8
"Metroid Prime Pinball","Nintendo","Misc",2005,7.6
"Midnight Club 3: DUB Edition","Rockstar Games","Racing",2005,7.2
"Midway Arcade Treasures 3","Midway Games","Misc",2005,6.1
"Midway Arcade Treasures: Extended Play","Midway Games","Misc",2005,5.6
"Mile High Pinball","Nokia","Misc",2005,8
"MLB","Sony Computer Entertainment","Sports",2005,8
"Mortal Kombat: Shaolin Monks","Midway Games","Action",2005,8
"Musashi: Samurai Legend","Square Enix","Role-Playing",2005,6.9
"Mutant Storm Reloaded","PomPom","Shooter",2005,7.1
"MVP Baseball","Electronic Arts","Sports",2005,6.6
"MVP Baseball 2005","EA Sports","Sports",2005,8.8
"Namco Museum Battle Collection","Namco","Misc",2005,7.9
"NARC","Midway Games","Shooter",2005,5.5
"NBA","Sony Computer Entertainment","Sports",2005,6.8
"NBA 06","Sony Computer Entertainment","Sports",2005,7.2
"NBA 2K6","2K Sports","Action",2005,8
"NBA Live 06","EA Sports","Sports",2005,8.1
"NBA Street: Showdown","Electronic Arts","Sports",2005,7.5
"Need for Speed Underground Rivals","Electronic Arts","Racing",2005,7.6
"Need for Speed: Most Wanted","Electronic Arts","Racing",2005,8.6
"Need for Speed: Most Wanted 5-1-0","Electronic Arts","Racing",2005,7.4
"Neighbours From Hell","JoWood Productions","Strategy",2005,3
"Neverwinter Nights: Kingmaker","Atari","Role-Playing",2005,7
"NFL Street 2 Unleashed","Electronic Arts","Sports",2005,7.4
"NHL 2K6","2K Sports","Sports",2005,7.3
"Ninja Gaiden Black","Tecmo","Action",2005,9.5
"Nintendogs","Nintendo","Simulation",2005,8.4
"Obscure","DreamCatcher Interactive","Adventure",2005,6.8
"One","Nokia","Fighting",2005,6.8
"Outpost Kaloki X","NinjaBee","Strategy",2005,7.7
"Pac-Pix","Namco","Puzzle",2005,6.8
"Pathway to Glory: Ikusa Islands","Nokia","Strategy",2005,5
"Perfect Dark Zero","Microsoft Game Studios","Shooter",2005,8.5
"Peter Jackson's King Kong: The Official Game of the Movie","Ubisoft","Action",2005,8.1
"PGR3 - Project Gotham Racing 3","Microsoft Game Studios","Racing",2005,8.8
"Phantom Dust","Majesco","Action",2005,8.2
"Phoenix Wright: Ace Attorney","Capcom","Adventure",2005,8.1
"Pokemon Dash","Nintendo","Racing",2005,5.3
"Pokemon Emerald Version","Nintendo","Role-Playing",2005,7.7
"Pokemon XD: Gale of Darkness","Nintendo","Role-Playing",2005,6.9
"Polarium","Nintendo","Puzzle",2005,7.6
"Prince of Persia: Revelations","Ubisoft","Adventure",2005,6.3
"Prince of Persia: The Two Thrones","Ubisoft","Adventure",2005,8.7
"Psychonauts","Majesco","Platform",2005,8.8
"Quake 4","Activision","Shooter",2005,8.1
"Radiata Stories","Square Enix","Role-Playing",2005,7.7
"Rag Doll Kung Fu","Valve","Fighting",2005,7
"Rave Master","Konami","Fighting",2005,6.8
"Rayman DS","Ubisoft","Platform",2005,5.4
"Rayman: Hoodlum's Revenge","Ubisoft","Platform",2005,6.2
"Rengoku: The Tower of Purgatory","Konami","Action",2005,4.7
"Resident Evil 4","Capcom","Action",2005,9.45
"Resident Evil Outbreak File #2","Capcom","Action",2005,5.8
"Ridge Racer 6","Namco","Racing",2005,7.9
"Rifts: Promise of Power","Nokia","Role-Playing",2005,8
"Riviera: The Promised Land","Atlus","Role-Playing",2005,8.7
"Robotron: 2084","Midway Games","Shooter",2005,7.5
"Robots","VU Games","Action",2005,4.5
"Romancing SaGa","Square Enix","Role-Playing",2005,6
"Rome: Total War Barbarian Invasion","Sega","Strategy",2005,8.3
"RPG Maker 3","Agetec","Role-Playing",2005,7
"Shadow of the Colossus","Sony Computer Entertainment","Adventure",2005,9.25
"Shadow The Hedgehog","Sega","Platform",2005,5
"Shin Megami Tensei: Digital Devil Saga","Atlus","Role-Playing",2005,7.6
"Shin Megami Tensei: Digital Devil Saga 2","Atlus","Role-Playing",2005,8.1
"Sid Meier's Civilization IV","2K Games","Strategy",2005,9.4
"Sid Meier's Pirates!","2K Games","Strategy",2005,8.5
"Smash TV","Midway Games","Shooter",2005,7.8
"Snakes","Nokia","Puzzle",2005,8.4
"Sniper Elite","Namco","Shooter",2005,7.4
"SOCOM: U.S. Navy SEALs Fireteam Bravo","Sony Computer Entertainment","Shooter",2005,7.9
"Sonic Gems Collection","Sega","Misc",2005,6.9
"Sonic Rush","Sega","Platform",2005,7.8
"SoulCalibur III","Namco","Fighting",2005,8.5
"Spartan: Total Warrior","Sega","Action",2005,7.2
"SpongeBob SquarePants: The Yellow Avenger","THQ","Action",2005,5.7
"SSX on Tour","EA Sports BIG","Sports",2005,8.2
"SSX Out of Bounds","Nokia","Sports",2005,6.9
"Star Fox: Assault","Nintendo","Shooter",2005,7.55
"Star Wars Battlefront II","LucasArts","Shooter",2005,8.5
"Star Wars Episode III: Revenge of the Sith","Ubisoft","Action",2005,7.3
"Stella Deus: The Gate of Eternity","Atlus","Strategy",2005,7.3
"Still Life","The Adventure Company","Adventure",2005,6.4
"Suikoden IV","Konami","Role-Playing",2005,6.3
"Super Mario Strikers","Nintendo","Sports",2005,8
"System Rush","Nokia","Racing",2005,8.2
"Teen Titans","THQ","Action",2005,6.6
"Tekken 5","Namco","Fighting",2005,9
"The Bible Game","Crave Entertainment","Misc",2005,3.5
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe","Buena Vista","Adventure",2005,6.8
"The Con","Sony Computer Entertainment","Fighting",2005,6.8
"The Fairly Odd Parents: Clash with the Anti-World","THQ","Adventure",2005,3.5
"The Incredible Hulk: Ultimate Destruction","VU Games","Action",2005,8.7
"The Incredibles: Rise of the Underminer","THQ","Action",2005,6.7
"The Incredibles: Rise of the Underminer","THQ","Platform",2005,6.7
"The Legend of Heroes: A Tear of Vermillion","Bandai","Role-Playing",2005,6.9
"The Legend of Zelda: The Minish Cap","Nintendo","Adventure",2005,8.9
"The Matrix Online","Warner Bros. Interactive","Role-Playing",2005,6.9
"The Matrix: Path of Neo","Atari","Action",2005,6.8
"The Movies","Lionhead Studios","Simulation",2005,8.2
"The Sims 2 Holiday Edition","Electronic Arts","Simulation",2005,2
"The Sims 2: Nightlife","Electronic Arts","Simulation",2005,7.5
"The Warriors","Rockstar Games","Action",2005,8.1
"Tiger Woods PGA Tour 06","EA Sports","Sports",2005,8
"TimeSplitters: Future Perfect","Electronic Arts","Shooter",2005,8.4
"TMNT: Mutant Melee","Konami","Fighting",2005,4.2
"Tom Clancy's Splinter Cell: Chaos Theory","Gameloft","Action",2005,9
"Tom Clancy's Splinter Cell: Chaos Theory","Ubisoft","Action",2005,9.4
"Tony Hawk's American Sk8land","Activision","Sports",2005,8.7
"Tony Hawk's American Wasteland","Activision","Sports",2005,8.4
"Tony Hawk's Underground 2 Remix","Activision","Sports",2005,8.5
"Top Gear RPM Tuning","Kemco","Racing",2005,4.9
"Trace Memory","Nintendo","Adventure",2005,6.5
"Trauma Center: Under the Knife","Atlus","Simulation",2005,8
"True Crime: New York City","Activision","Action",2005,6.4
"Twisted Metal: Head On","Sony Computer Entertainment","Action",2005,7.5
"Ty the Tasmanian Tiger 3: Night of the Quinkan","Activision","Action",2005,6.3
"Untold Legends: Brotherhood of the Blade","Sony Online Entertainment","Role-Playing",2005,6.5
"Urban Reign","Namco","Action",2005,7.5
"Viewtiful Joe: Red Hot Rumble","Capcom","Action",2005,6.2
"Virtua Quest","Sega","Role-Playing",2005,5.4
"Virtua Tennis: World Tour (US & Others sales)","Sega","Sports",2005,8.3
"Warhammer 40,000: Dawn of War: Winter Assault","THQ","Strategy",2005,8.4
"WarioWare Touched!","Nintendo","Puzzle",2005,7.8
"We Love Katamari","Namco","Puzzle",2005,8.2
"Wik & The Fable of Souls","Microsoft","Platform",2005,7.8
"Wild ARMs: Alter Code F","Agetec","Role-Playing",2005,7.2
"WipEout Pure","Sony Computer Entertainment","Racing",2005,9.1
"World Championship Poker 2: Featuring Howard Lederer","Crave Entertainment","Misc",2005,7
"World Series of Poker","Activision","Misc",2005,4.7
"World Series of Poker","Activision Value","Misc",2005,3.3
"World Soccer Winning Eleven 8 International","Konami","Sports",2005,9.3
"World Tour Soccer","Sony Computer Entertainment","Sports",2005,7
"Worldwide Soccer Manager 2006","Sega","Sports",2005,9
"Worms World Party","Nokia","Strategy",2005,8.1
"WWE Aftershock","Nokia","Fighting",2005,5.4
"WWE Day of Reckoning 2","THQ","Fighting",2005,8.4
"WWE SmackDown! vs. Raw 2006","THQ","Fighting",2005,8.4
"WWE SmackDown! vs. RAW 2006","THQ","Fighting",2005,8.1
"X-Men Legends","Nokia","Role-Playing",2005,8.2
